1276,simple,,"Dekkarisankarit, kuka kukin on",1,0,visible,,"Dekkarisankarien kuka kukin on esittelee kaikkiaan 430 keskeistä dekkarihahmoa. Kirja pohjautuu ruotsalaiseen Bo Lundin vastaavaan teokseen.",,,taxable,,1,1,,0,1,,,,,1,,,23,"Tietokirjallisuus > Kirja-ala",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino642.jpg,,,,,,,,,1354,6,Sivumäärä,245,1,1,Sidosasu,"Sidottu kuvakannella",1,1,Painovuosi,2006,1,1,Kustantaja,"BTJ Kirjastopalvelu",1,1,Kuntoluokka,"Uutta vastaava",1,1,,,,,,,,,,,,,,,,,,,,,,,,
1278,simple,,"H.C. Andersenin elämän tarina",1,0,visible,,"Maila Talvion Ruma Ankanpoikanen kuvaa Hans Chritian Andersenin elämätarinan.",,,taxable,,1,1,,0,1,,,,,1,,,17,"Tietokirjallisuus > Elämäkerrat",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino643.jpg,,,,,,,,,2444,6,Sivumäärä,140,1,1,Tekijä,"Maila Talvio",1,1,Sidosasu,"Sidottu kuvakannella",1,1,Painovuosi,1915,1,1,Kustantaja,WSOY,1,1,Painopaikka,Porvoo,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,
1280,simple,,"Oma kirjastoni",1,0,visible,,"E J Ellilän toimittama kirja Suomalaisia yksityiskirjastoja omistajiensa kuvaamina.",,,taxable,,1,1,,0,1,,,,,1,,,25,"Tietokirjallisuus > Kirja-ala",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino644.jpg,,,,,,,,,9506,6,Sivumäärä,219,1,1,Tekijä,"E. J. Ellilä",1,1,Sidosasu,Sidottu,1,1,Painovuosi,1949,1,1,Kustantaja,WSOY,1,1,Painopaikka,Helsinki,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,
1282,simple,,"Italia Suomen kirjallisuudessa",1,0,visible,,"Jorma Vallinkosken toimittama bibliografia Italia Suomen kirjallisuudessa 1640-1953 - L'Italia nella letteratura Finlandese 1640-1953. Kannessa huomaamaton reikä.",,,taxable,,1,1,,0,1,,,,,1,,,28,"Tietokirjallisuus > Kirja-ala",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino645.jpg,,,,,,,,,3718,6,Sivumäärä,340,1,1,Tekijä,"Jorma Vallinkoski",1,1,Sidosasu,nidottu,1,1,Painovuosi,1955,1,1,Kustantaja,"Helsingin yliopisto",1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,,,,,
1284,simple,,"Sinistä ja mustaa",1,0,visible,,"Lauri Hyvämäen tutkielmia Suomen oikeistoradikalismista 1920- ja 1930-luvulla.",,,taxable,,1,1,,0,1,,,,,1,,,15,"Tietokirjallisuus > Suomen historia",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino647.jpg,,,,,,,,,12477,6,Sivumäärä,282,1,1,Tekijä,"Lauri Hyvämäki",1,1,Sidosasu,"Nidottu kuvakannella",1,1,Painovuosi,1971,1,1,Kustantaja,Otava,1,1,Painopaikka,Helsinki,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,
1286,simple,,Nuijasota,1,0,visible,,"Heikki Ylikankaan Nuijasota kuvaa talonpoikien kapinaa 1596.",,,taxable,,1,1,,0,1,,,,,1,,,17,"Tietokirjallisuus > Suomen historia",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino648.jpg,,,,,,,,,9281,6,Sidosasu,"Sidottu kansipaperein",1,1,Sivumäärä,336,1,1,Tekijä,"Heikki Ylikangas",1,1,Painovuosi,1978,1,1,Painos,2,1,1,Kustantaja,Otava,1,1,Painopaikka,Keuruu,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,
1288,simple,,"Körttiläiset tuomiolla",1,0,visible,,"Heikki Ylikankaan Körttiläiset tuomiolla kirja kertoo massaoikeudenkäynneistä heränneitä vastaan Etelä-Pohjanmaalla 1830- ja 1840-lukujen taitteessa.",,,taxable,,1,1,,0,1,,,,,1,,,20,"Tietokirjallisuus > Suomen historia",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino649.jpg,,,,,,,,,5815,6,Sivumäärä,320,1,1,Tekijä,"Heikki Ylikangas",1,1,Sidosasu,"Sidottu kansipaperein",1,1,Painovuosi,1979,1,1,Kustantaja,Otava,1,1,Painopaikka,Keuruu,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,
1290,simple,,"Vuosisatain takaa",1,0,visible,,"Gunnar Suolahden Vuosisatain takaa, kulttuurihistoriallisia kuvauksia 1500 - 1700-luvuilta koostuu kuudesta erillisestä kertomuksesta. ",,,taxable,,1,1,,0,1,,,,,1,,,30,"Tietokirjallisuus > Kulttuurihistoria ja -tutkimus",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino650.jpg,,,,,,,,,16674,6,Sivumäärä,197,1,1,Tekijä,"Gunnar Suolahti",1,1,Sidosasu,"Nidottu kuvakannella",1,1,Painovuosi,1913,1,1,Kustantaja,WSOY,1,1,Painopaikka,Porvoo,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,
1292,simple,,"Ihmiskunnan historian nimi- ja asialuettelo",1,0,visible,,"Yleisen ihmiskunnan historian nimi- ja asialuettelo ynnä luettelo eri maiden hallitsijoista oli ensimmäinen laaja historiallinen rekisteri.",,,taxable,,1,1,,0,1,,,,,1,,,35,"Tietokirjallisuus > Historia",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino655.jpg,,,,,,,,,3404,6,Sidosasu,Sidottu,1,1,Sivumäärä,143,1,1,Painovuosi,1888,1,1,Painopaikka,Porvoo,1,1,Kustantaja,WSOY,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,,,,,
1294,simple,,"Viimeistä piirtoa myöten",1,0,visible,,"Lapuan liikkeen johtajan Vihtori Kosolan muistelmat Viimeistä piirtoa myöten, muistelmia elämäni varrelta.",,,taxable,,1,1,,0,1,,,,,1,,,32,"Kaunokirjallisuus > Muistelmat",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino651.jpg,,,,,,,,,16420,6,Sivumäärä,263,1,1,Tekijä,"Vihtori Kosola",1,1,Sidosasu,Sidottu,1,1,Painovuosi,1935,1,1,Painopaikka,Lapua,1,1,Kuntoluokka,"Uutta vastaava",1,1,,,,,,,,,,,,,,,,,,,,
1296,simple,,"AKS:n tie 1938",1,0,visible,,"Akateemisen Karjala-seuran toinen vuosikirja. Näitä ilmestyi kaikkiaan neljä vuosina 1937-40.",,,taxable,,1,1,,0,1,,,,,1,,,20,"Tietokirjallisuus > Suomen historia",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino652.jpg,,,,,,,,,395,6,Sivumäärä,167,1,1,Sidosasu,"Nidottu kuvakannella",1,1,Painovuosi,1938,1,1,Painopaikka,Helsinki,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,,,,,,,,,
1298,simple,,"AKS:n tie 1939",1,0,visible,,"Akateemisen Karjala-seuran kolmas vuosikirja. Näitä ilmestyi kaikkiaan neljä vuosina 1937-40.",,,taxable,,1,1,,0,1,,,,,1,,,20,"Tietokirjallisuus > Suomen historia",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino653.jpg,,,,,,,,,397,6,Sivumäärä,197,1,1,Sidosasu,"Nidottu kansipaperein",1,1,Painovuosi,1939,1,1,Painopaikka,Helsinki,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,,,,,,,,,
1300,simple,,"Silmän politiikkaa",1,0,visible,,"Osmo Apusen Ulkopoliittisen instituutin historia 1961-2006 kuvaa Suomen turvallisuuspolitiikkaa kylmän sodan aikana ja sen jälkeen: mistä voitiin puhua ja mistä ei?",,,taxable,,1,1,,0,1,,,,,1,,,20,"Tietokirjallisuus > Suomen historia",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino654.jpg,,,,,,,,,12425,6,Sivumäärä,264,1,1,Tekijä,"Osmo Apunen",1,1,Sidosasu,"Sidottu kansipaperein",1,1,Painovuosi,2012,1,1,Kustantaja,Otava,1,1,Kuntoluokka,"Uutta vastaava",1,1,,,,,,,,,,,,,,,,,,,,
1302,simple,,"Jacob Tengström",1,0,hidden,,"Jacob Tengström. Universitetsman, kyrkoledare och natiosbyggare.",,,taxable,,0,0,,0,1,,,,,1,,,38,"Tietokirjallisuus > Elämäkerrat",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino657.jpg,,,,,,,,,3852,6,Sivumäärä,558,1,1,Tekijä,"Gustaf Björkstrand",1,1,Sidosasu,"Sidottu kansipaperein",1,1,Painovuosi,2012,1,1,Kuntoluokka,"Uutta vastaava",1,1,Kustantaja,SLS,1,1,Kieli,svenska,1,1,,,,,,,,,,,,,,,,
1304,simple,,"Furstar och folk i Åbo 1812",1,0,visible,,"Åbo Akademian pohjoismaiden historian professori Villstrandin erinomainen kuvaus Suomen siirryttyä Ruotsin alamaisuudesta Venäjän suurruhtinaskunnaksi.",,,taxable,,1,1,,0,1,,,,,1,,,19,"Tietokirjallisuus > Suomen historia",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino658.jpg,,,,,,,,,2292,6,Sivumäärä,167,1,1,Tekijä,"Nils Erik Villstrand",1,1,Sidosasu,"Sidottu kansipaperein",1,1,Painovuosi,2012,1,1,Kuntoluokka,"Uutta vastaava",1,1,Kustantaja,SLS,1,1,Kieli,svenska,1,1,,,,,,,,,,,,,,,,
1306,simple,,Nuija-sota,1,0,visible,,"Yrjö Koskisen Nuijasota oli ensimmäinen suomenkielinen historiallinen väitöskirja. Tässä sen ensimmäisen osan ensipainos alkuperäisenä nidottuna laitoksena.",,,taxable,,1,1,,0,1,,,,,1,,,50,"Tietokirjallisuus > Suomen historia",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino661.jpg,,,,,,,,,9280,6,Sivumäärä,159,1,1,Tekijä,"Yrjö Koskinen",1,1,Sidosasu,nidottu,1,1,Painovuosi,1857,1,1,Painopaikka,Turku,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,,,,,
1308,simple,,"Erfurtin ohjelma",1,0,visible,,"Karl Kautsky oli ehkä aikansa merkittävin sosialidemokraattisen aatteen oppi-isä. Erfurtin ohjelmassa hän yritti kiteyttää yhteen kaikki aiemmat sosialidemokraattiset oppikirjat.",,,taxable,,1,1,,0,1,,,,,1,,,15,"Tietokirjallisuus > Sosialismi",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino662.jpg,,,,,,,,,1926,6,Sivumäärä,306,1,1,Tekijä,"Karl Kautsky",1,1,Sidosasu,Korusidos,1,1,Painovuosi,1907,1,1,Kustantaja,Vuolukka,1,1,Painopaikka,Tampere,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,
1310,simple,,"Suomalaiset haarikka-astiat",1,0,visible,,"Osmo Vuoriston tutkimus suomalaisista haarikka-astioista on edelleen alan paras perustutkimus. Se ilmestyi Kansantieteellisen arkiston sarjassa numerolla 29.",,,taxable,,1,1,,0,1,,,,,1,,,24,"Tietokirjallisuus > Kansanperinne ja -runous",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino663.jpg,,,,,,,,,13065,6,Sivumäärä,295,1,1,Tekijä,"Osmo Vuoristo",1,1,Sidosasu,"Nidottu kansipaperein",1,1,Painovuosi,1978,1,1,Painopaikka,Helsinki,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,,,,,
1312,simple,,"Suomalaisten muinaisrunojen historia I",1,0,visible,,,,,taxable,,1,1,,0,1,,,,,1,,,25,"Tietokirjallisuus > Kansanperinne ja -runous",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino664.jpg,,,,,,,,,13131,6,Sivumäärä,336,1,1,Tekijä,"Väinö Salminen",1,1,Sidosasu,Sidottu,1,1,Painovuosi,1934,1,1,Kustantaja,SKS,1,1,Painopaikka,Helsinki,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,
1316,simple,,"Suistamolaisia sananparsia",1,0,visible,,"Aleksanteri Saralan kokoama ja Helmi Virtarannan toimittama kirja ilmestyi SKS:n Kansanelämän kuvauksia sarjassa.",,,taxable,,1,1,,0,1,,,,,1,,,12,"Tietokirjallisuus > Kansanperinne ja -runous",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino666.jpg,,,,,,,,,12883,6,Sivumäärä,120,1,1,Sidosasu,"Nidottu kuvakannella",1,1,Painovuosi,1982,1,1,Kustantaja,SKS,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,,,,,,,,,
1318,simple,,"Kansantieteen periaateoppia",1,0,visible,,,,,taxable,,1,1,,0,1,,,,,1,,,7,"Tietokirjallisuus > Kansanperinne ja -runous",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino667.jpg,,,,,,,,,4712,6,Sivumäärä,110,1,1,Tekijä,"Toivo Vuorela",1,1,Sidosasu,"Nidottu kuvakannella",1,1,Painovuosi,1969,1,1,Kustantaja,SKS,1,1,Kuntoluokka,"Uutta vastaava",1,1,,,,,,,,,,,,,,,,,,,,
1320,simple,,Heimokirja,1,0,visible,,"Erkki Räikkösen Heimokirja oli yleisesitys kaikista suomalais-ugrialaisista heimoista ja kuului mm. AKS:n kokelasjäsenten lukuvaatimuksiin.",,,taxable,,1,1,,0,1,,,,,1,,,30,"Tietokirjallisuus > Kansanperinne ja -runous",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino668.jpg,,,,,,,,,2714,6,Sivumäärä,253,1,1,Tekijä,"Erkki Räikkönen",1,1,Sidosasu,Sidottu,1,1,Painovuosi,1924,1,1,Kustantaja,Otava,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,,,,,
1324,simple,,"Suomen heimon kirja",1,0,visible,,"Lauri Kettunen kokosi kodeille ja kouluille suomalaisista ja suomensukuisista kansoista. Tämä kappale kuulunut joskus kauan sitten Vallilan koulun kirjastoon, josta poistoleimat.",,,taxable,,1,1,,0,1,,,,,1,,,17,"Tietokirjallisuus > Kansanperinne ja -runous",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino670.jpg,,,,,,,,,13175,6,Sivumäärä,179,1,1,Tekijä,"Lauri Kettunen",1,1,Sidosasu,"Sidottu kuvakannella",1,1,Painovuosi,1931,1,1,Kustantaja,WSOY,1,1,Kuntoluokka,"Normaali käytetty",1,1,,,,,,,,,,,,,,,,,,,,
1326,simple,,"Kullervon runot",1,0,visible,,"Julius Krohnin toimittama Kullervon runot, Inkerin toisinnoista lisätty kauniina aikalaiskorusidoksena.",,,taxable,,1,1,,0,1,,,,,1,,,75,"Tietokirjallisuus > Kansanperinne ja -runous",,,https://kirjapino.fi/wp-content/uploads/2015/05/kirjapino671.jpg,,,,,,,,,6099,6,Sivumäärä,98,1,1,Tekijä,"J Krohn",1,1,Sidosasu,Korusidos,1,1,Painovuosi,1882,1,1,Kustantaja,SKS,1,1,Kuntoluokka,"Uutta vastaava",1,1,,,,,,,,,,,,,,,,,,,,
