category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Kaunokirjallisuus->Romaanit,Romaanit,"Paimeen ja lampaat","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","paimen ja lampaat.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,Kauppis-Heikki,,WSOY,,"1. p",1920,116,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833247,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Näyttelijöitä kiertueella","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","näyttelijöitä kiertueella.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Toivo Korpilinna",,WSOY,,"1. p",1930,221,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833248,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,Aliina,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",aliina.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,Kauppis-Heikki,,WSOY,,"1. p",1896,128,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833249,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Onnen nälkä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","onnen nälkä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Katri Ingman",,WSOY,,"1. p",1929,209,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833250,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Kapteenin pöytä","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","kapteenin pöytä.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Richard Gordon",,WSOY,,"1. p",1955,247,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833251,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Lääkäri ajan tasalla","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","lääkäri ajan tasalla.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Richard Gordon",,WSOY,,"1. p",1963,227,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833252,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Vesineniä ja risahousuja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","vesineniä ja risahousuja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,Salamoni,,WSOY,,"1. p",1963,190,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833253,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Leivottiin lääkäri","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","leivottiin lääkäri.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Richard Gordon",,WSOY,,"1. p",1954,203,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833254,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,"Rakkauden kevyt taakka","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","rakkauden kevyt taakka.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Mary Westmacott",,WSOY,,"1. p",1975,277,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833255,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
Kaunokirjallisuus->Romaanit,Romaanit,Remusaari,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",remu-saari.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Sulo Pasanen",,WSOY,,"1. p",1945,313,"Sidottu kuvakannella",Suomi,"Kulunut käytetty",,,,12,,published,yes,1,,no,833256,instock,simple,yes,Kaunokirjallisuus->Romaanit,7,
